num|uid|filepath|filename|line-start|line-end|name|parameters|returns|description
650||lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|89|91|FileOpen|pnl||
651||lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|93|101|NewFile|name, shouldsave||
652||lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|103|112|LoadFile|name||
653||lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|114|116|NewEmitter|||
654||lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|118|230|PaintTimeGraph|||
655|ZDEV_FUNC_D14BF9F9|lua/zdev/client/menu/zd_cl_menu_dev_env.lua|zd_cl_menu_dev_env.lua|139|226|ZDEV.VGUI.EnvironmentMenu|||
656||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|34|36|IsTextureParam|key||
657||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|39|933|ParseVMT|text||─── VMT parser  (text → {shader, properties[]}) ────────────────────────────
658||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|105|933|GenerateVMT|shader, properties||─── VMT generator  ({shader, properties[]} → text) ─────────────────────────
659||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|117|130|AddExpandPlaceholder|node||─── Helper: add a dummy child so the DTree shows an expand arrow ────────────
660||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|133|933|RemovePlaceholders|node||─── Helper: remove all dummy children before real population ────────────────
661||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|145|933|PopulateTreeNode|node, folder, searchPath||─── File tree builder (lazy, .vmt + .png only) ─────────────────────────────
662||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|206|288|OpenTextureReplacer|current_vtf_path, onReplace||───────────────────────────────────────────────────────────────────────────── Texture Replacement Popup ─────────────────────────────────────────────────────────────────────────────
663|ZDEV_FUNC_4DA2FF67|lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|294|933|ZDEV.VGUI.Editor_Materials|cmd, ply, arg||───────────────────────────────────────────────────────────────────────────── ─────────────────────────────────────────────────────────────────────────────
664||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|321|326|UpdateTitle|||── Helpers ──────────────────────────────────────────────────────────────
665||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|331|933|RebuildPropertyTable|||
666||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|347|351|hdr_lbl|text, dock, wide||
667||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|420|449|SyncFromVMT|vmt_text||Full update: parse VMT text → update shader, properties, preview, table
668||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|452|510|LoadFromTree|filepath, searchPath, ext||Load a material from the file tree
669||lua/zdev/client/menu/zd_cl_menu_dev_mat.lua|zd_cl_menu_dev_mat.lua|513|521|SaveAsTxt|filename||Save current VMT text as .txt in data/zdev/materials/
670||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|84|97|SaveFile|pnl||
671||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|99|101|FileOpen|pnl||
672||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|103|116|NewFile|name, shouldsave||
673||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|118|127|LoadFile|name||
674||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|129|140|NewEmitter|id, name, filename||
675||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|142|145|NewParticle|id, name, emitter||
676||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|147|761|PaintTimeGraph|||
677||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|167|197|GetCurrentConVars|||
678|ZDEV_FUNC_513CD781|lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|200|761|ZDEV.VGUI.ParticleMenu|||
679||lua/zdev/client/menu/zd_cl_menu_dev_part.lua|zd_cl_menu_dev_part.lua|689|691|menu.p_c.pl_C.mv:LayoutEntity|ent||
680||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|98|104|ZDEV.SNPC.OpenEditor|||
681||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|106|122|EDITOR:CreateMainInterface|||
682||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|124|155|EDITOR:CreateMenuBar|||
683||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|157|185|EDITOR:NewSNPC|||
684||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|187|2113|EDITOR:ShowTemplateSelector|||
685||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|251|284|EDITOR:SaveSNPC|||
686||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|286|321|EDITOR:ExportSNPC|||
687||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|323|332|EDITOR:ResetToDefault|||
688||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|334|352|EDITOR:DuplicateSNPC|||
689||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|354|423|EDITOR:ValidateSNPC|||
690||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|425|451|EDITOR:SpawnTestNPC|||
691||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|453|469|EDITOR:RemoveTestNPCs|||
692||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|471|2113|EDITOR:ShowQuickSpawnMenu|||
693||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|532|2113|EDITOR:ShowDocumentation|||
694||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|600|2113|EDITOR:ShowExamples|||
695||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|672|2113|EDITOR:ShowAbout|||
696||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|733|2113|EDITOR:CreateCompactMainPanels|||
697||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|794|1089|EDITOR:CreateCompactPropertySections|||
698||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|795|813|CreateSection|title||
699||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|815|836|AddCompactControl|parent, label, control, height||
700||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|838|857|AddCheckboxControl|parent, label, checkbox||
701||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|907|944|AddModelControl|parent, label||
702||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1091|1100|EDITOR:CreatePropertySheets|||
703||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1102|1172|EDITOR:CreateBasicPropertiesPanel|||
704||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1106|1116|AddControl|label, control||
705||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1174|2113|EDITOR:CreateAppearancePanel|||
706||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1178|1188|AddControl|label, control||
707||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1239|1324|EDITOR:CreateBehaviorPanel|||
708||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1243|1253|AddControl|label, control||
709||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1326|2113|EDITOR:CreateCombatPanel|||
710||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1330|1340|AddControl|label, control||
711||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1397|2113|EDITOR:CreateSoundsPanel|||
712||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1427|2113|EDITOR:CreateAdvancedPanel|||
713||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1431|1441|AddControl|label, control||
714||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1509|1535|EDITOR:CreatePreviewPanel|||
715||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1538|2113|EDITOR:PopulateModels|category||Utility functions
716||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1548|2113|EDITOR:PopulateWeapons|comboBox, category||
717||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1558|1568|EDITOR:LoadTemplate|className||
718||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1570|1581|EDITOR:UpdatePreview|||
719||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1584|2113|EDITOR:GetCurrentSettings|||Supporting Functions
720||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1623|2113|EDITOR:ApplySettings|settings||
721||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1657|2113|EDITOR:LoadTemplateByName|templateName||
722||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1668|2113|EDITOR:GenerateSNPCLua|npcData||
723||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1680|1697|ENT:Initialize|||
724||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1699|2113|ENT:RunBehaviour|||
725||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1721|1727|ENT:OnTakeDamage|dmg||
726||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1729|1738|ENT:OnKilled|dmg||
727||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1740|1777|ENT:GetNearestPlayer|||
728||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1779|2113|EDITOR:GenerateRelationshipCode|relationships||
729||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1801|1866|EDITOR:LoadExampleConfiguration|exampleName||
730||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1868|1930|EDITOR:ShowRelationshipDialog|||
731||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1932|2113|EDITOR:ShowModelBrowser|||
732||lua/zdev/client/menu/zd_cl_menu_dev_snpc.lua|zd_cl_menu_dev_snpc.lua|1995|2105|PopulateModels|searchTerm, categoryPath||Populate models function
733||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|16|2625|GenerateNeuralNetwork|ply, layers, neuronsPerLayer, activationFunction||Function to generate a neural network
734||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|159|2625|IsNeuralEntity|ent||Check if an entity is a neural SNPC or NextBot
735||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|179|202|GetNeuralEntityType|ent||Get neural entity architecture type
736||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|205|2625|CollectNPCNetworkData|||Collect network data from NPC
737||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|415|447|SaveNetworkToFile|filename||Save network to JSON file
738||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|450|486|LoadNetworkFromFile|filename||Load network from JSON file
739||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|489|2625|GetSavedNetworks|||Get list of saved neural network files
740||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|500|2625|LoadNetworkFromEntity|ent||Load network from a neural entity into the editor
741||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|626|655|SaveEntityWeightsToFile|ent, filename||Save entity network weights to a JSON file
742||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|658|2625|GetSavedEntityWeights|||Get list of saved entity weight files
743||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|669|680|DistToLine|px, py, x1, y1, x2, y2||Helper function: Calculate distance from point to line segment
744||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|683|685|sigmoid|x||Activation functions
745||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|687|689|dsigmoid|y||
746||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|691|693|relu|x||
747||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|695|697|drelu|x||
748||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|699|701|tanh_act|x||
749||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|703|705|dtanh|y||
750||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|708|712|getActivationFunc|name||Get activation function by name
751||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|715|2625|ForwardPass|network, inputs||Forward pass through network
752||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|763|2625|CalculateLoss|outputs, targets||Calculate loss (MSE)
753||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|773|2625|TrainStep|network, inputs, targets, learningRate||Backpropagation training step
754||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|854|856|GenerateNeuronId|layerIdx, neuronIdx||Generate unique neuron ID
755||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|859|2625|RebuildConnections|network||Rebuild connections after structure change
756||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|875|2625|AutoLayoutNetwork|network, canvasWidth, canvasHeight||Auto-layout network nodes
757||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|894|902|GetActivationColor|activation||Get color based on activation value
758||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|905|912|GetWeightColor|weight||Get color based on weight value
759||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|915|2625|CreateNeuralNetworkEditor|||Create the main frame
760||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|1436|2625|DoTrainingStep|||Training step function
761||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|1778|1787|AddToolbarButton|icon, tooltip, callback||
762||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|1915|2625|DrawNetworkGraph|w, h||Visualization drawing functions
763||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|1981|2625|DrawLossChart|w, h||
764||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2024|2625|DrawAccuracyChart|w, h||
765||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2059|2625|DrawWeightHeatmap|w, h||
766||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2091|2625|DrawRealTimeVisualization|w, h||
767||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2321|2338|networkCanvas:Paint|w, h||Network canvas painting function
768||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2341|2625|networkCanvas:OnMousePressed|mcode||Network canvas mouse handling
769||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2431|2436|networkCanvas:OnMouseReleased|mcode||
770||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2438|2449|networkCanvas:OnCursorMoved|x, y||
771||lua/zdev/client/menu/zd_cl_menu_editor_neuralnetwork.lua|zd_cl_menu_editor_neuralnetwork.lua|2451|2459|networkCanvas:OnMouseWheeled|delta||
772||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|125|134|ZEDIT.FX.NewProject|name||
773||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|137|201|ZEDIT.FX.GetConVars|||─── ConVar accessors ────────────────────────────────────────────────────────
774||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|203|1070|ZEDIT.FX.SetConVars|data||
775||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|218|223|ZEDIT.FX.NewParticle|menu, id, data||─── Particle list management ────────────────────────────────────────────────
776||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|225|231|ZEDIT.FX.RemoveParticle|index||
777||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|233|241|ZEDIT.FX.DuplicateParticle|index||
778||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|244|248|ZEDIT.FX.EnsureDirectory|||─── File operations ─────────────────────────────────────────────────────────
779||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|250|268|ZEDIT.FX.SaveProject|filename||
780||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|270|291|ZEDIT.FX.LoadProject|filename||
781||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|293|297|ZEDIT.FX.GetSavedFiles|||
782||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|299|306|ZEDIT.FX.DeleteProject|filename||
783||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|308|312|ZEDIT.FX.ExportToClipboard|||
784||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|314|329|ZEDIT.FX.ImportFromText|text||
785||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|334|339|rv|vmin, vmax, legacy||Helper: return a random value in [vmin, vmax]; fall back to `legacy` if both nil.
786||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|341|1070|ZEDIT.FX.SpawnParticle|pos, data||
787||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|394|418|ZEDIT.FX.StartPreview|||
788||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|420|424|ZEDIT.FX.StopPreview|||
789||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|426|431|ZEDIT.FX.SpawnOnce|||
790||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|433|1070|ZEDIT.FX.SpawnAll|||
791||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|449|663|CreateRangeSlider|parent_form, label, cvar_min_name, cvar_max_name, range_min, range_max, decimals||───────────────────────────────────────────────────────────────────────────── ZD_RangeSlider  —  dual-handle range slider for DForm CreateRangeSlider( parent_form, label, cvar_min, cvar_max, range_min, range_max, decimals ) Returns a DPanel sized 62px tall; add it with form:AddItem(pnl). ─────────────────────────────────────────────────────────────────────────────
792||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|473|663|fmt|v||Helpers
793||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|475|478|val_to_x|v, w||
794||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|480|485|x_to_val|x, w||
795||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|487|493|set_min|v||
796||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|495|501|set_max|v||
797|ZDEV_FUNC_600762EB|lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|669|1070|ZDEV.VGUI.ParticleEditor|ply, cmd, arg||───────────────────────────────────────────────────────────────────────────── ─────────────────────────────────────────────────────────────────────────────
798||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|677|1070|RefreshParticleList|||
799||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|773|777|tb_btn|text, clr, fn||
800||lua/zdev/client/menu/zd_cl_menu_editor_particle.lua|zd_cl_menu_editor_particle.lua|867|1070|RefreshMaterials|||
801||lua/zdev/client/menu/zd_cl_menu_equipment.lua|zd_cl_menu_equipment.lua|82|97|AddStatLine|parent, label, value, color||
802||lua/zdev/client/menu/zd_cl_menu_equipment.lua|zd_cl_menu_equipment.lua|92|94|line:SetValue|v||
803||lua/zdev/client/menu/zd_cl_menu_equipment.lua|zd_cl_menu_equipment.lua|103|375|ZDEV.VGUI.EquipmentMenu|ply, cmd, arg||
804||lua/zdev/client/menu/zd_cl_menu_equipment.lua|zd_cl_menu_equipment.lua|287|375|menu:RefreshStats|||
805||lua/zdev/client/menu/zd_cl_menu_equipment.lua|zd_cl_menu_equipment.lua|314|370|menu:RefreshEquipList|||
806||lua/zdev/client/menu/zd_cl_menu_equipment.lua|zd_cl_menu_equipment.lua|361|363|menu:GetSlot|region||Get a specific equipment slot by region name
807|ZDEV_FUNC_BD728EC3|lua/zdev/client/menu/zd_cl_menu_fonts.lua|zd_cl_menu_fonts.lua|24|71|ZDEV.VGUI.FontMenu|||
808||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|32|48|EnsureInventoryData|||
809||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|55|108|CreateInfoPanel|parent||
810||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|95|105|info:SetItemInfo|item||
811||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|115|145|CreateWeightBar|parent||
812||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|139|142|bar:SetWeight|current, max||
813||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|151|288|ZDEV.VGUI.InventoryMenu|ply, cmd, arg||
814||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|205|235|menu:AddContainer|name, cols, rows, slotType||Add a new container grid (e.g. from equipping pants with pockets)
815||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|238|245|menu:RemoveContainer|name||Remove a container by name (e.g. when unequipping pants)
816||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|248|283|menu:RecalcContainerArea|||Recalculate the container area's total height
817||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|267|269|menu:UpdateWeight|current, max||Refresh the weight display
818||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|272|274|menu:ShowItemInfo|item||Show item info in the bottom panel
819||lua/zdev/client/menu/zd_cl_menu_inventory.lua|zd_cl_menu_inventory.lua|277|279|menu:GetBackpackGrid|||Get the main backpack grid
820||lua/zdev/client/menu/zd_cl_menu_neuralnetwork.lua|zd_cl_menu_neuralnetwork.lua|69|109|NeuralViz.CollectNetworkData|||[[ Network data collection from NPCs ]]
821||lua/zdev/client/menu/zd_cl_menu_neuralnetwork.lua|zd_cl_menu_neuralnetwork.lua|112|1989|NeuralViz.CollectSimpleNetworkData|npc, data||[[ Collect data from simple/compressed networks ]]
822||lua/zdev/client/menu/zd_cl_menu_neuralnetwork.lua|zd_cl_menu_neuralnetwork.lua|168|1989|NeuralViz.CollectAdvancedNetworkData|npc, data||[[ Collect data from advanced networks ]]
823||lua/zdev/client/menu/zd_cl_menu_neuralnetwork.lua|zd_cl_menu_neuralnetwork.lua|215|245|NeuralViz.SaveNetworkToFile|filename||[[ Save network state to JSON file ]]
